athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place
Nikolett Szilagyi,HUN,03/25/2018,LEN Cup,"Eilat, ISR",10,NW,Neutral,33,7453.094688,1
Ginevra Taddeucci,ITA,03/25/2018,LEN Cup,"Eilat, ISR",10,NW,Neutral,33,7455.04992,2
Anastasiia Krapivina,RUS,03/25/2018,LEN Cup,"Eilat, ISR",10,NW,Neutral,33,7455.060288,3
Martina Grimaldi,ITA,03/25/2018,LEN Cup,"Eilat, ISR",10,NW,Neutral,33,7461.040032,4
Valeriia Ermakova,RUS,03/25/2018,LEN Cup,"Eilat, ISR",10,NW,Neutral,33,7461.070272,5
Mariia Novikova,RUS,03/25/2018,LEN Cup,"Eilat, ISR",10,NW,Neutral,33,7461.079776,6
Alena Benesova,CZE,03/25/2018,LEN Cup,"Eilat, ISR",10,NW,Neutral,33,7462.014624,7
Daria Kulik,RUS,03/25/2018,LEN Cup,"Eilat, ISR",10,NW,Neutral,33,7463.02464,8
Maria Babkina,RUS,03/25/2018,LEN Cup,"Eilat, ISR",10,NW,Neutral,33,7464.050208,9
Sofia Kolesnikova,RUS,03/25/2018,LEN Cup,"Eilat, ISR",10,NW,Neutral,33,7465.015296,10
Serena Stel,NED,03/25/2018,LEN Cup,"Eilat, ISR",10,NW,Neutral,33,7471.054656,11
Ellen Olsson,SWE,03/25/2018,LEN Cup,"Eilat, ISR",10,NW,Neutral,33,7475.049792,12
Eden Girloanta,ISR,03/25/2018,LEN Cup,"Eilat, ISR",10,NW,Neutral,33,7476.070176,13
Daria Volobueva,RUS,03/25/2018,LEN Cup,"Eilat, ISR",10,NW,Neutral,33,7478.029728,14
Alisa Skorliakov,RUS,03/25/2018,LEN Cup,"Eilat, ISR",10,NW,Neutral,33,7480.044576,15
Spela Perse,SLO,03/25/2018,LEN Cup,"Eilat, ISR",10,NW,Neutral,33,7481.00016,16
Ekaterina Sorokina,RUS,03/25/2018,LEN Cup,"Eilat, ISR",10,NW,Neutral,33,7481.020032,17
Fraenzi Heinrich,GER,03/25/2018,LEN Cup,"Eilat, ISR",10,NW,Neutral,33,7504.055136,18
Yana Kurtseva,RUS,03/25/2018,LEN Cup,"Eilat, ISR",10,NW,Neutral,33,7508.084832,19
Polina Kharitonova,RUS,03/25/2018,LEN Cup,"Eilat, ISR",10,NW,Neutral,33,7510.020192,20
Evdokia Kritikou,GRE,03/25/2018,LEN Cup,"Eilat, ISR",10,NW,Neutral,33,7583.049792,21
Veronika Nikulina,RUS,03/25/2018,LEN Cup,"Eilat, ISR",10,NW,Neutral,33,7692.090048,22
Ekaterina Zotova,RUS,03/25/2018,LEN Cup,"Eilat, ISR",10,NW,Neutral,33,7798.019904,23
Avital Flishman,ISR,03/25/2018,LEN Cup,"Eilat, ISR",10,NW,Neutral,33,7880.044608,24
Mia Englender,ISR,03/25/2018,LEN Cup,"Eilat, ISR",10,NW,Neutral,33,8057.090304,25
Mor Jacob,ISR,03/25/2018,LEN Cup,"Eilat, ISR",10,NW,Neutral,33,8063.05536,26
Shelly Dekel,ISR,03/25/2018,LEN Cup,"Eilat, ISR",10,NW,Neutral,33,8575.029792,27
Bar Goldin,ISR,03/25/2018,LEN Cup,"Eilat, ISR",10,NW,Neutral,33,8576.019936,28
Karolina Balazikova,SVK,03/25/2018,LEN Cup,"Eilat, ISR",10,NW,Neutral,33,8754.054912,29
Eden Nimri,ISR,03/25/2018,LEN Cup,"Eilat, ISR",10,NW,Neutral,33,8755.089984,30
Anita Metelnytskyy,ISR,03/25/2018,LEN Cup,"Eilat, ISR",10,NW,Neutral,33,8780.069952,31
May Levy,ISR,03/25/2018,LEN Cup,"Eilat, ISR",10,NW,Neutral,33,8954.095104,32
end,,,2018_03_25_Eilat_10km_W,,,,,,,
Haley Anderson,USA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,3330.2,1
Marcela Cunha Ana,BRA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,3332,2
Ashley Twichell,USA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,3332.6,3
Ariana Bridi,ITA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,3333.8,4
Angelica Andre,POR,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,3335.5,5
Esmee Vermeulen,NED,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,3335.7,6
Sharon Van Rouwendaal,NED,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,3343.9,7
Barbara Pozzobon,ITA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,3344.1,8
Hannah Moore,USA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,3345.7,9
Lara Grangeon,FRA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,3346.5,10
Alice Dearing,GBR,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,3348,11
Olga Kozydub,RUS,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,3351.5,12
Chase Travis,USA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,3351.8,13
Lisa Pou,FRA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,3352,14
Veronica Santoni,ITA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,3355,15
Rachele Bruni,ITA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,3356.3,16
Maria De Valdes Alvarez,ESP,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,3358.6,17
Katy Campbell,USA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,3358.6,18
Melinda Novoszath,HUN,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,3384,19
Kata Somenek Onon,HUN,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,3388.1,20
Alena Besanova,CZE,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,3391,21
Kalliopi Araouzou,GRE,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,3407,22
Danielle Huskisson,GBR,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,3427,23
Anna Egorova,RUS,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,3472.2,24
Reka Rohacs,HUN,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,3473,25
Judith Navarro Silvestre,ESP,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,3474,26
Eva Vilar Yebra,ESP,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,3474,27
Morgane Dornic,FRA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,3475,28
Jeannette Spiwoks,GER,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,3478,29
Marta Garzon Siles,ESP,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,3479,30
Elise Houllier,FRA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,3480,31
Lenka Sterbova,CZE,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,87.9,32
Nora Naessens,BEL,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,89,33
Claire Six,FRA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,90.2,34
Ilona Maille,FRA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,93,35
Ellen Olsson,SWE,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,96.6,36
Emma Onolfo,FRA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,134.9,37
Celia Heurtaux,FRA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,135,38
Emilie Cahuzac,FRA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,135.2,39
Marina Castro Atalaya,ESP,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,135.3,40
Adeline Furst,FRA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,147.4,41
Margaux Guillaume,FRA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,147.5,42
Laura Burycz,FRA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,148.6,43
Caroline Jouisse,FRA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,150,44
Kaylee De Jong,NED,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,150,45
Emma Cocheteux,FRA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,180,46
Inès Idier,FRA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,181,47
Marij Van Der Mast,NED,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,240,48
Serena Stel,NED,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,258.8,49
Helvina Huet,FRA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,260.5,50
Maiana Flament,FRA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,356,51
Sabryna Lavoie,CAN,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,501,52
Alexia Saurel,FRA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,534,53
Sarah Moreau,FRA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,541,54
Nolwenn Nunes,FRA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,556.1,55
Céleste Vereecke,FRA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,659.4,56
Lucile Mouret,FRA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,667,57
Manoella Barbosa,FRA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,670,58
Rosalie Levesque Pero,CAN,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,734,59
Alexane Cormier,FRA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,736,60
Joanne Pladys,FRA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,737,61
Mia Desjarlais,CAN,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,737.5,62
Margaux Bouteloup,FRA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,738,63
Emma Lebre,FRA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,738,64
Laurence Lortie Marie,CAN,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,749,65
Léa Cepeck,FRA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,770.4,66
Marie-Amélie Henriet,FRA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,812,67
Chloé Stutel,FRA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,845.9,68
Linda Ungerboeck,AUT,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,859,69
Anais Jarraud,FRA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,872,70
Charlotte Perrin,FRA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,915,71
Chloé Lisik,FRA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,931,72
Janna De Vries Lize,NED,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,1029,73
Perrine Courbet,FRA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,1047,74
Emilie Anne,FRA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,1344.4,75
Marine Boudes,FRA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,1584.5,76
Aurianne Regi,FRA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,1655,77
Aurelie Holschneider,FRA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,1879,78
Olivia Mascarin,FRA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,1899.6,79
Audrenn Foiny,FRA,05/31/2018,LEN Cup,"Gravelines, FRA",5,NW,Neutral,81,1982.8,80
end,,,2018_05_31_Gravelines_5km_W,,,,,,,
Ponsele Aurora,ITA,06/30/2018,LEN Cup,"Barcelona, ESP",10,NW,Neutral,40,7237.004832,1
Bravo Paula Ruiz,ESP,06/30/2018,LEN Cup,"Barcelona, ESP",10,NW,Neutral,40,7238.084832,2
Muller Aurélie,FRA,06/30/2018,LEN Cup,"Barcelona, ESP",10,NW,Neutral,40,7240.059936,3
Rohacs Reka,HUN,06/30/2018,LEN Cup,"Barcelona, ESP",10,NW,Neutral,40,7241.05008,4
Somenek Katalin Onon,HUN,06/30/2018,LEN Cup,"Barcelona, ESP",10,NW,Neutral,40,7242.054912,5
Andre Angelica,POR,06/30/2018,LEN Cup,"Barcelona, ESP",10,NW,Neutral,40,7243.009632,6
Santoni Veronica,ITA,06/30/2018,LEN Cup,"Barcelona, ESP",10,NW,Neutral,40,7244.044704,7
Alvarez Maria De Valdes,ESP,06/30/2018,LEN Cup,"Barcelona, ESP",10,NW,Neutral,40,7244.055072,8
Pozzobon Barbara,ITA,06/30/2018,LEN Cup,"Barcelona, ESP",10,NW,Neutral,40,7247.02032,9
Olasz Anna,HUN,06/30/2018,LEN Cup,"Barcelona, ESP",10,NW,Neutral,40,7251.064704,10
Perse Spela,SLO,06/30/2018,LEN Cup,"Barcelona, ESP",10,NW,Neutral,40,7256.064672,11
Grangeon Lara,FRA,06/30/2018,LEN Cup,"Barcelona, ESP",10,NW,Neutral,40,7258.030272,12
Kozydub Olga,RUS,06/30/2018,LEN Cup,"Barcelona, ESP",10,NW,Neutral,40,7258.99968,13
Polly Holden,GBR,06/30/2018,LEN Cup,"Barcelona, ESP",10,NW,Neutral,40,7265.079648,14
Dordic Morgane,FRA,06/30/2018,LEN Cup,"Barcelona, ESP",10,NW,Neutral,40,7273.064736,15
Benesova Alena,CZE,06/30/2018,LEN Cup,"Barcelona, ESP",10,NW,Neutral,40,7278.080256,16
Olson Ellen,SWE,06/30/2018,LEN Cup,"Barcelona, ESP",10,NW,Neutral,40,7282.005408,17
Jeffrey Chantel,CAN,06/30/2018,LEN Cup,"Barcelona, ESP",10,NW,Neutral,40,7283.085408,18
Gal Klncso,HUN,06/30/2018,LEN Cup,"Barcelona, ESP",10,NW,Neutral,40,7284.074688,19
Furst Adeline,FRA,06/30/2018,LEN Cup,"Barcelona, ESP",10,NW,Neutral,40,7292.084832,20
Vas Luca,HUN,06/30/2018,LEN Cup,"Barcelona, ESP",10,NW,Neutral,40,7294.009824,21
Carlin Jazmin,GBR,06/30/2018,LEN Cup,"Barcelona, ESP",10,NW,Neutral,40,7308.04464,22
Pou Lisa,FRA,06/30/2018,LEN Cup,"Barcelona, ESP",10,NW,Neutral,40,7327.010304,23
Stel Serena,NED,06/30/2018,LEN Cup,"Barcelona, ESP",10,NW,Neutral,40,7336.05984,24
Bosslet Sarah,GER,06/30/2018,LEN Cup,"Barcelona, ESP",10,NW,Neutral,40,7345.044576,25
Six Claire,FRA,06/30/2018,LEN Cup,"Barcelona, ESP",10,NW,Neutral,40,7386.019776,26
Fave Anna,FRA,06/30/2018,LEN Cup,"Barcelona, ESP",10,NW,Neutral,40,7390.05984,27
Catteau Madelon,FRA,06/30/2018,LEN Cup,"Barcelona, ESP",10,NW,Neutral,40,7406.030016,28
Sterbova Lenka,CZE,06/30/2018,LEN Cup,"Barcelona, ESP",10,NW,Neutral,40,7435.014624,29
Zubalikova Lucie,CZE,06/30/2018,LEN Cup,"Barcelona, ESP",10,NW,Neutral,40,7466.090112,30
Szilvasi Greta,HUN,06/30/2018,LEN Cup,"Barcelona, ESP",10,NW,Neutral,40,7552.075392,31
Pleskotova Julie,CZE,06/30/2018,LEN Cup,"Barcelona, ESP",10,NW,Neutral,40,7651.00512,32
Borsi Annet,HUN,06/30/2018,LEN Cup,"Barcelona, ESP",10,NW,Neutral,40,7679.065248,33
Maille Ilona,FRA,06/30/2018,LEN Cup,"Barcelona, ESP",10,NW,Neutral,40,7830.0648,34
Onoflo Emma,FRA,06/30/2018,LEN Cup,"Barcelona, ESP",10,NW,Neutral,40,7909.019712,35
Switzer Brooke,CAN,06/30/2018,LEN Cup,"Barcelona, ESP",10,NW,Neutral,40,8037.004896,36
Sebestova Lucie,CZE,06/30/2018,LEN Cup,"Barcelona, ESP",10,NW,Neutral,40,8039.019744,37
Soukupova Pavlina,CZE,06/30/2018,LEN Cup,"Barcelona, ESP",10,NW,Neutral,40,8043.084864,38
Bruneau Emma,FRA,06/30/2018,LEN Cup,"Barcelona, ESP",10,NW,Neutral,40,8494.090272,39
Muller Liane,SUI,06/30/2018,LEN Cup,"Barcelona, ESP",10,NW,Neutral,40,8768.080224,40
end,,,2018_06_30_Barcelona_10km_W,,,,,,,
Alisia Tettamanzi,ITA,08/25/2018,LEN Cup,"Copenhagen, DEN",6,NW,Neutral,15,4311.9648,1
Ellen Olsson,SWE,08/25/2018,LEN Cup,"Copenhagen, DEN",6,NW,Neutral,15,4386.96,2
Maria Babkina,RUS,08/25/2018,LEN Cup,"Copenhagen, DEN",6,NW,Neutral,15,4389.984,3
Veronica Santoni,ITA,08/25/2018,LEN Cup,"Copenhagen, DEN",6,NW,Neutral,15,4389.984,4
Olga Kozydub,RUS,08/25/2018,LEN Cup,"Copenhagen, DEN",6,NW,Neutral,15,4391.0208,5
Lærke Toft Ruby,DEN,08/25/2018,LEN Cup,"Copenhagen, DEN",6,NW,Neutral,15,4468.0032,6
Polina Kharitonova,RUS,08/25/2018,LEN Cup,"Copenhagen, DEN",6,NW,Neutral,15,4499.0208,7
Jackie Gade,DEN,08/25/2018,LEN Cup,"Copenhagen, DEN",6,NW,Neutral,15,4551.0336,8
Anna Brendstrup,DEN,08/25/2018,LEN Cup,"Copenhagen, DEN",6,NW,Neutral,15,4553.0208,9
Fraenzi Heinrich,GER,08/25/2018,LEN Cup,"Copenhagen, DEN",6,NW,Neutral,15,4649.0112,10
Hilal Zeyneb Sarac,TUR,08/25/2018,LEN Cup,"Copenhagen, DEN",6,NW,Neutral,15,4663.008,11
Christine Ekman,SWE,08/25/2018,LEN Cup,"Copenhagen, DEN",6,NW,Neutral,15,4663.9584,12
Yakut Ayse Yaprak,TUR,08/25/2018,LEN Cup,"Copenhagen, DEN",6,NW,Neutral,15,4783.968,13
Aleyna Nur Sungur,TUR,08/25/2018,LEN Cup,"Copenhagen, DEN",6,NW,Neutral,15,5269.0176,14
Sude Nur Sucan,TUR,08/25/2018,LEN Cup,"Copenhagen, DEN",6,NW,Neutral,15,5269.968,15
end,,,2018_08_25_Copenhagen_6km_W,,,,,,,
Leonie Beck,GER,09/09/2018,LEN Cup,"Bled, SLO",5,NW,Neutral,21,3350.5,1
Lea Boy,GER,09/09/2018,LEN Cup,"Bled, SLO",5,NW,Neutral,28,3360,2
Alisia Tettamanzi,ITA,09/09/2018,LEN Cup,"Bled, SLO",5,NW,Neutral,28,3389.6,3
Maria De Valdes Alvarez,ESP,09/09/2018,LEN Cup,"Bled, SLO",5,NW,Neutral,28,3396.3,4
Veronica Santoni,ITA,09/09/2018,LEN Cup,"Bled, SLO",5,NW,Neutral,28,3462.2,5
Alena Benesova,CZE,09/09/2018,LEN Cup,"Bled, SLO",5,NW,Neutral,28,3463.2,6
Spela Perse,SLO,09/09/2018,LEN Cup,"Bled, SLO",5,NW,Neutral,28,3463.3,7
Anna Olasz,HUN,09/09/2018,LEN Cup,"Bled, SLO",5,NW,Neutral,28,3463.6,8
Josephine Tesch,GER,09/09/2018,LEN Cup,"Bled, SLO",5,NW,Neutral,28,3624.002208,9
Olga Kozydub,RUS,09/09/2018,LEN Cup,"Bled, SLO",5,NW,Neutral,28,3659.004576,10
Ellen Olsson,SWE,09/09/2018,LEN Cup,"Bled, SLO",5,NW,Neutral,28,3694.00608,11
Linda Ungerbock,AUT,09/09/2018,LEN Cup,"Bled, SLO",5,NW,Neutral,28,3694.006944,12
Lucie Zubalikova,CZE,09/09/2018,LEN Cup,"Bled, SLO",5,NW,Neutral,28,3695.001408,13
Stephanie Houtman,RSA,09/09/2018,LEN Cup,"Bled, SLO",5,NW,Neutral,28,3697.007616,14
Esther Rydbeck Norden,SWE,09/09/2018,LEN Cup,"Bled, SLO",5,NW,Neutral,28,3699.000864,15
Marina Castro Atalaya,ESP,09/09/2018,LEN Cup,"Bled, SLO",5,NW,Neutral,28,3700.00224,16
Emma Leu,AUT,09/09/2018,LEN Cup,"Bled, SLO",5,NW,Neutral,28,3707.005824,17
Claudia Giralt Pidemont,ESP,09/09/2018,LEN Cup,"Bled, SLO",5,NW,Neutral,28,3712.004064,18
Veronika Petrekova,CZE,09/09/2018,LEN Cup,"Bled, SLO",5,NW,Neutral,28,3719.009376,19
Lucie Sebestova,CZE,09/09/2018,LEN Cup,"Bled, SLO",5,NW,Neutral,28,3720.002976,20
Kiara Barnes,RSA,09/09/2018,LEN Cup,"Bled, SLO",5,NW,Neutral,28,4026.009312,21
end,,,2018_09_09_Bled_5km_W,,,,,,,
Lara Grangeon,FRA,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,7169.04,1
Aurelie Muller,FRA,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,7169.9904,2
Oceane Cassignol,FRA,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,7171.0272,3
Eva Mariel Fabian,ISR,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,7180.0128,4
Danielle Huskisson,GBR,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,7199.0208,5
Barbara Pozzobon,ITA,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,7316.9568,6
Sofia Kolesnikova,RUS,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,7319.0304,7
Valeriia Ermakova,RUS,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,7319.0304,8
Spela Perse,SLO,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,7319.0304,9
Alice Dearing,GBR,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,7321.0176,10
Anastasia Basalduk,RUS,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,7321.968,11
Ekaterina Sorokina,RUS,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,7326.9792,12
Yana Kurtseva,RUS,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,7500.0384,13
Serena Stel,NED,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,7563.024,14
Maria Babkina,RUS,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,7573.9968,15
Fraenzi Heinrich,GER,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,7577.9712,16
Alena Benesova,CZE,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,7579.9584,17
Maisie Macartney,GBR,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,7582.9824,18
Veronika Nikulina,RUS,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,7584.9696,19
Claudia Giralt,ESP,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,7586.0064,20
Madelon Catteau,FRA,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,7586.9568,21
Daria Volobueva,RUS,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,7589.9808,22
Vivien Balogh,HUN,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,7594.992,23
Sofia Vakhrusheva,RUS,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,7614,24
Justyna Dorota Burska,POL,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,7619.0112,25
Krystyna Panchishko,UKR,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,7650.0288,26
Nolwenn Nunes,FRA,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,7654.0032,27
Eden Girloanta,ISR,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,7657.0272,28
Ilona Maille,FRA,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,7659.0144,29
Leah Crisp,GBR,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,7661.0016,30
Claire Six,FRA,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,7662.0384,31
Helvina Huet,FRA,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,7662.0384,32
Vasiliki Kadoglu,BUL,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,7673.9616,33
Anastasiia Kostyleva,RUS,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,7678.9728,34
Polina Kharitonova,RUS,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,7688.9952,35
Elise Houllier,FRA,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,7725.024,36
Karolina Balazikova,SVK,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,7828.0128,37
Carmen Mikusova,SVK,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,7897.9968,38
Ellen Olsson,SWE,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,7941.024,39
Emilia Sansome,GBR,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,7960.9824,40
Maryna Kyryk,UKR,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,8021.9808,41
Lucie Sebestova,CZE,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,8364.9888,42
Avital Flaishman,ISR,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,8366.976,43
Tal Ashkenazi,ISR,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,8371.0368,44
Orian Gablan,ISR,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,8432.0352,45
Agathe Henry,FRA,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,8556.0192,46
Guy Shlegel,ISR,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,8627.9904,47
Ofir Rabina,ISR,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,8904.0384,48
Shira Elbazis,ISR,03/31/2019,LEN Cup,"Eilat, ISR",10,NW,Neutral,51,9056.016,49
end,,,2019_03_31_Eilat_10km_W,,,,,,,
Paula Ruiz Bravo,ESP,05/23/2019,LEN Cup,"Brive, FRA",10,NW,Neutral,101,7196.12,1
Sharon Van Rouwendaal,NED,05/23/2019,LEN Cup,"Brive, FRA",10,NW,Neutral,101,7197.24,2
Angelica Andre,POR,05/23/2019,LEN Cup,"Brive, FRA",10,NW,Neutral,101,7234.15,3
Aurélie Muller,FRA,05/23/2019,LEN Cup,"Brive, FRA",10,NW,Neutral,101,7234.26,4
