athlete_name,date,event,location,distance,current_type,temp,field_size,place
David Brandl,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,32
Lars Bottelier,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,33
Leo Ouabdesselam,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,34
Marcel Schouten,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,35
Francesco Ghettini,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,36
Vitaliy Khudyakov,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,37
Elliot Sodemann,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,38
Vit Ingeduld,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,39
Sacha Velly,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,40
Dimitrios Markos,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,41
Jan Hercog,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,42
Lev Cherepanov,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,43
Bogdan Petre,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,44
Naim Mokhfi,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,45
Federico Salghetti-Drioli,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,46
Mathieu Mathy Ben Rahou,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,47
Alexis Vandevelde,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,48
Hugo Saillard,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,49
Vincent Crooijmans,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,50
Jean-Baptiste Clusman,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,51
Ous Mellouli,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,52
Evgenij Pop Acev,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,53
Sander Crooijmans,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,54
Igor Chervynskiy,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,55
Galymzhan Balabek,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,56
Tameea Elhamayda,03/13/2021,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,70.0,57
