athlete_name,date,event,location,distance,current_type,temp,field_size,place
Taishin Minamide,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,36
David Betlehem,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,37
Christian Keber,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,38
Guillem Pujol,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,39
Alexis Vandevelde,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,40
Krzysztof Pielowski,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,41
Rafael Gil,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,42
Nicholas Rollo,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,43
Jules Wallart,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,44
Dario Verani,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,45
Francesco Ghettini,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,46
David Huszti,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,47
Riku Kuwazoe,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,48
Lev Cherepanov,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,49
Sebastien Dureux,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,50
Elliot Sodemann,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,51
Igor Chervynskiy,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,52
Takeshi Toyoda,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,53
Franco Ivo Cassini,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,54
Enzo Kihara,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,55
Jan Hercog,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,56
Evgenij Pop Acev,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,57
Jack Wilson,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,58
Leo Ouabdesselam,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,59
Marcel Schouten,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,60
Sacha Velly,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,61
Federico Salghetti-Drioli,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,62
Damien Joly,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,63
Kristof Rasovszky,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,64
Clement Kukla,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,65
Allan Do Carmo,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,66
Daigo Wada,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,67
Matej Kozubek,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,68
Ahmed Hafnaoui,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,69
Taiki Nonaka,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,70
Mathieu Mathy Ben Rahou,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,71
Mohamed Khalil Ben Ajmia,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,72
Matias Cordero,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,73
Grgo Mujan,02/15/2020,FINA World Cup,"Doha, QAT",10.0,No Current,Neutral,82.0,74
