athlete_name,date,event,location,distance,current_type,temp,field_size,place
Jan Hercog,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,20
Diogo Villarinho,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,21
Logan Vanhuys,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,22
Takeshi Toyoda,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,23
Joaquin Moreno,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,24
Phillip Seidler,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,25
William Yan Thorley,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,26
Johndry Segovia,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,27
Malek Louissi,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,28
Diego Vera,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,29
Vit Ingeduld,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,30
Tomas Peciar,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,31
Evgenii Drattcev,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,32
Krzysztof Chmielewski,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,33
Mathieu Mathy Ben Rahou,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,34
Henre Louw,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,35
Federico Salghetti-Drioli,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,36
Tanakrit Kittiya,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,37
Franco Ivo Cassini,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,38
Marwan Elamrawy,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,39
Christian Schreiber,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,40
Cheng-Chi Cho,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,41
Yuval Safra,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,42
Mattias Glenesk,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,43
Allan Do Carmo,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,44
Bogdan Petre,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,45
Rodrigo Caballero,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,46
Kai-Wen Tseng,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,47
Maximiliano Paccot,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,48
Chin Ting Keith Sin,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,49
Felipe Lopez,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,50
Araya Pumchitamorn,06/20/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,No Current,Cold,71.0,51
