athlete_name,country,date,event,location,distance,current_type,temp,field_size,time,place,,,,
David Aubry,FRA,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6779.0304,2,,,,
Kirill Abrosimov,RUS,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6781.0176,3,,,,
Logan Fontaine,FRA,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6786.9792,4,,,,
Jack Burnell,GBR,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6802.9632,5,,,,
Rob Muffels,GER,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6804,6,,,,
Tobias Patrick Robinson,GBR,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6805.0368,7,,,,
Matan Roditi,ISR,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6805.9872,8,,,,
Axel Reymond,FRA,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6805.9872,9,,,,
Logan Vanhuys,BEL,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6807.024,10,,,,
Mario Sanzullo,ITA,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6807.024,11,,,,
Damien Joly,FRA,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6807.024,12,,,,
Kirill Belyaev,RUS,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6809.9616,13,,,,
Yuval Safra,ISR,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6810.9984,14,,,,
Simone Ruffini,ITA,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6812.0352,15,,,,
Anton Evsikov,RUS,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6821.0208,16,,,,
Daniel Szekelyi,HUN,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6823.008,17,,,,
Andreas Waschburger,GER,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6828.0192,18,,,,
Nathan Hughes,GBR,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6833.0304,19,,,,
Shahar Resman,ISR,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6835.0176,20,,,,
Matej Kozubek,CZE,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6863.9616,21,,,,
Hector Thomas Cheal Pardoe,GBR,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6864.9984,22,,,,
Krzysztof Pielowski,POL,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6866.0352,23,,,,
Artem Mamushkin,RUS,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6870.0096,24,,,,
Ido Gal,ISR,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6889.0176,25,,,,
Guillem Pujol,ESP,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6891.0048,26,,,,
Vit Ingeduld,CZE,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6892.992,27,,,,
Aleksandr Astapov,RUS,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6892.992,28,,,,
Denis Adeev,RUS,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6896.9664,29,,,,
Joris Bouchaut,FRA,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6927.0336,30,,,,
Alexis Vandevelde,FRA,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6927.0336,31,,,,
Ruslan Sadykov,RUS,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6931.008,32,,,,
Idan Mordel,ISR,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6932.9952,33,,,,
Clement Kukla,FRA,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6932.9952,34,,,,
Jean-Baptiste Clusman,FRA,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6934.032,35,,,,
Igor Chervynskiy,UKR,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6936.0192,36,,,,
Lars Bottelier,NED,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6936.0192,37,,,,
Shai Toledano,ISR,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6939.9936,38,,,,
Vladislav Utrobin,RUS,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6941.9808,39,,,,
Clement Batte,FRA,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6953.04,40,,,,
Hugo Saillard,FRA,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6955.9776,41,,,,
Peter Galicz,HUN,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6976.0224,42,,,,
Roman Kozhevnikov,RUS,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6976.9728,43,,,,
Maxence Dessoit,FRA,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6985.9584,44,,,,
Naim Mokhfi,FRA,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6986.9952,45,,,,
Ilia Okorokov,RUS,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6993.9936,46,,,,
Jan Adrian Urbaniak,POL,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,7007.04,47,,,,
Roger Coma,ESP,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,7016.0256,48,,,,
Alexandre Verplaetse,FRA,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,7053.0048,49,,,,
Eric Villaregut De Mingo,ESP,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,7098.9696,50,,,,
Marin Debril,FRA,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,7112.9664,51,,,,
Mattias Glenesk,SWE,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,7131.024,52,,,,
Aubin Coccordano,FRA,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,7133.9616,53,,,,
Jules Wallart,FRA,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,7147.9584,54,,,,
Ziv Cohen,ISR,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,7169.04,55,,,,
Leo Ouabdesselam,FRA,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,7180.0128,56,,,,
Sebastien Dureux,FRA,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,7279.0272,57,,,,
Tomas Peciar,SVK,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,7502.976,58,,,,
Daniel Polishschuk,ISR,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,7504.0128,59,,,,
Leo Teule,FRA,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,7516.0224,60,,,,
Clement Cabioch,FRA,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,7708.0032,61,,,,
Nicolas Ioannides,CYP,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,7709.04,62,,,,
Jakov Igrec,CRO,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,7791.0336,63,,,,
Ariel Korobov,ISR,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,7791.0336,64,,,,
Leonard Lajcuk,SVK,03/31/2019,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,8295.0048,65,,,,
end,,,2019_03_31_LEN_Eilat_10km,,,,,,,0,,,,
David Aubry,FRA,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,6871.044672,1,,,,
Athanasios Kynigakis,GRE,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,6876.047232,2,,,,
Alberto Martinez,ESP,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,6878.009376,3,,,,
Fares Zitouni,FRA,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,6914.018304,4,,,,
Matan Roditi,ISR,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,6915.089664,5,,,,
Clement Batte,FRA,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,6919.069248,6,,,,
Hau-Li Fan,CAN,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,6920.067168,7,,,,
Gergely Gyurta,HUN,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,6922.023264,8,,,,
Logan Vanhuys,BEL,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,6923.047968,9,,,,
Guillem Pujol,ESP,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,6924.004416,10,,,,
Clement Kukla,FRA,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,6925.017888,11,,,,
Yuval Safra,ISR,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,6925.070592,12,,,,
Rafael Gil,POR,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,6926.000256,13,,,,
Pol Gil,ESP,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,6927.096672,14,,,,
Jon Thomas Mckay,CAN,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,6940.065312,15,,,,
Reilly Kennedy,AUS,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,6945.066144,16,,,,
Nicolas Masse-Savard,CAN,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,6950.068704,17,,,,
Pepijn Smits,NED,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,6983.083872,18,,,,
Marcel Schouten,NED,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,6987.053088,19,,,,
Raul Santiago Betancor,ESP,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,6990.07968,20,,,,
Planella Roger Coma,ESP,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,6993.024192,21,,,,
Ferran Julia Tous,ESP,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7000.049376,22,,,,
Federico Salghetti-Drioli,SUI,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7002.098784,23,,,,
Asterios Daldogiannis,GRE,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7063.072128,24,,,,
Georgios Arniakos,GRE,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7074.074304,25,,,,
Jules Wallart,FRA,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7092.033408,26,,,,
Eric Hedlin,CAN,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7102.06272,27,,,,
Tiago Campos,POR,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7118.004384,28,,,,
Hugo Saillard,FRA,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7175.05776,29,,,,
Krzysztof Pielowski,POL,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7185.022272,30,,,,
Jean-Baptiste Clusman,FRA,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7189.000128,31,,,,
Raben Dommann,CAN,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7195.05072,32,,,,
Eric Villaregut De Mingo,ESP,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7203.02112,33,,,,
Marin Debril,FRA,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7203.026304,34,,,,
Samuel Matte,CAN,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7230.020256,35,,,,
Mathieu Mathy Ben Rahou,FRA,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7245.057312,36,,,,
Aubin Coccordano,FRA,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7264.00224,37,,,,
Lars Bottelier,NED,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7269.074784,38,,,,
Maxence Dessoit,FRA,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7287.008832,39,,,,
Mathieu Sahuc,FRA,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7294.999968,40,,,,
Hugo Savignac,FRA,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7304.999904,41,,,,
Bogdan Petre,ROU,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7479.006048,42,,,,
Alexandre Verplaetse,FRA,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7479.089856,43,,,,
Dany Pedro Caille,POR,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7479.999648,44,,,,
Alexis Amory,FRA,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7503.076224,45,,,,
Diogo Nunes,POR,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7518.097728,46,,,,
Julien Zinsmeister,FRA,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7524.093888,47,,,,
Sander Crooijmans,NED,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7526.029248,48,,,,
Paul Lesprit,FRA,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7529.010912,49,,,,
Seppe Marichal,BEL,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7531.023168,50,,,,
Corentin Gouezec,FRA,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7546.04208,51,,,,
Tomas Peciar,SVK,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7559.001216,52,,,,
Mats Baradat,FRA,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7559.007264,53,,,,
Leo Teule,FRA,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7562.045088,54,,,,
Jules Remy,FRA,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7567.019136,55,,,,
Vincent Crooijmans,NED,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7569.999936,56,,,,
Malek Louissi,TUN,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7581.086784,57,,,,
Simon Bachmann,FRA,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7603.042752,58,,,,
Jan Hercog,AUT,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7676.092224,59,,,,
Naim Mokhfi,FRA,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7715.067264,60,,,,
Alexandre Mouilley,FRA,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7755.092064,61,,,,
Baptiste Decamps,FRA,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7770.000384,62,,,,
Amadou Ndiaye,SEN,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7855.079328,63,,,,
Jean-Baptiste Antonetti,FRA,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7855.085376,64,,,,
Kyllian Lemarchand,FRA,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7875.082656,65,,,,
Baptiste Colmant,FRA,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7955.000064,66,,,,
Valentin Duteil,FRA,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,7967.011392,67,,,,
Walid Bouftini,FRA,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,8056.083744,68,,,,
Amaury Rocha De Oliveira,FRA,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,8068.067424,69,,,,
Ioané Bourny,FRA,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,8076.087936,70,,,,
Eliott Prybil,FRA,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,8161.098624,71,,,,
Léonard Le Sand,FRA,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,8252.024256,72,,,,
Alexandre Lindmann,FRA,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,8260.085376,73,,,,
Florian Lafon,FRA,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,8325.058176,74,,,,
Tom Lerno,FRA,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,8366.033376,75,,,,
Matija Luka Rafaj,CRO,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,8393.073984,76,,,,
Merlin Boursier,FRA,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,8425.08864,77,,,,
Noam Franchi,FRA,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,8522.02512,78,,,,
Tom Waldeck,FRA,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,8614.048896,79,,,,
Jérémie Herault,FRA,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,8634.087648,80,,,,
Gauthier Pierron,FRA,05/23/2019,LEN Cup,"Brive, FRA",10,No Current,Neutral,111,8635.000032,81,,,,
end,,,2019_05_23_LEN_Brive_10km,,,,,,,0,,,,
Andrea Manzi,ITA,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,6796.00368,1,,,,
Matej Kozubek,CZE,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,6796.006272,2,,,,
Pol Gil,ESP,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,6818.004576,3,,,,
Federico Vanelli,ITA,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,6820.00128,4,,,,
Peter Galicz,HUN,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,6822.00576,5,,,,
Hector Thomas Cheal Pardoe,GBR,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,6824.007648,6,,,,
Fares Zitouni,FRA,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,6826.006944,7,,,,
Zoltán Márk Tabi,HUN,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,6828.001056,8,,,,
Vit Ingeduld,CZE,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,6831.007776,9,,,,
Ferran Julia Tous,ESP,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,6831.999648,10,,,,
Marcel Schouten,NED,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,6847.00128,11,,,,
Clement Batte,FRA,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,6849.002304,12,,,,
Jean-Baptiste Clusman,FRA,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,6851.007648,13,,,,
Mathieu Mathy Ben Rahou,FRA,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,6858.999648,14,,,,
Nathan Hughes,GBR,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,6859.001376,15,,,,
Gaspar Andrade Budino,ESP,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,6862.00032,16,,,,
Planella Roger Coma,ESP,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,6863.00688,17,,,,
Jules Wallart,FRA,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,6863.999616,18,,,,
Angel De Oña Ramirez,ESP,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,6864.003936,19,,,,
Alexandre Lages Brion,ESP,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,6906.005568,20,,,,
Escriba Pol Yagües,ESP,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,6909.000192,21,,,,
Naim Mokhfi,FRA,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,7007.006304,22,,,,
David Sebesta,CZE,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,7012.001952,23,,,,
Leo Ouabdesselam,FRA,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,7077.00672,24,,,,
Bogdan Petre,ROU,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,7155.001728,25,,,,
Hugo Saillard,FRA,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,7161.008256,26,,,,
Vojislav Sterba,CZE,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,7229.000736,27,,,,
Martin Straka,CZE,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,7257.00384,28,,,,
Enrique Gutierrez Ramirez,ESP,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,7304.003712,29,,,,
Levente Selmeci,HUN,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,7326.00288,30,,,,
Jules Remy,FRA,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,7337.0016,31,,,,
Jakub Kacerovsky,CZE,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,7348.002048,32,,,,
Leo Teule,FRA,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,7547.008032,33,,,,
Wielligh Reino Von,RSA,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,7578.002304,34,,,,
Maxim Suk,CZE,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,7725.007584,35,,,,
Zac Ellis,RSA,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,7772.006592,36,,,,
Reece Zowitsky,RSA,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,7957.999872,37,,,,
Refiloe Mashao,RSA,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,8000.002368,38,,,,
Baptiste Kukla,FRA,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,8001.003744,39,,,,
Abdul-Malik Railoun,RSA,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,8108.00496,40,,,,
Joshua Tucker,RSA,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,8270.005824,41,,,,
end,,,2019_06_29_LEN_Barcelona_10km,,,,,,,0,,,,
Athanasios Kynigakis,GRE,08/18/2019,LEN Cup,"Ohrid Lake, MKD",10,No Current,Neutral,20,6424.005024,1,,,,
Daniel Szekelyi,HUN,08/18/2019,LEN Cup,"Ohrid Lake, MKD",10,No Current,Neutral,20,6428.002752,2,,,,
Yuval Safra,ISR,08/18/2019,LEN Cup,"Ohrid Lake, MKD",10,No Current,Neutral,20,6429.000672,3,,,,
Artem Mamushkin,RUS,08/18/2019,LEN Cup,"Ohrid Lake, MKD",10,No Current,Neutral,20,6447.009024,4,,,,
Matej Kozubek,CZE,08/18/2019,LEN Cup,"Ohrid Lake, MKD",10,No Current,Neutral,20,6452.002944,5,,,,
Andrea Manzi,ITA,08/18/2019,LEN Cup,"Ohrid Lake, MKD",10,No Current,Neutral,20,6453.006048,6,,,,
Idan Mordel,ISR,08/18/2019,LEN Cup,"Ohrid Lake, MKD",10,No Current,Neutral,20,6456.005856,7,,,,
Asterios Daldogiannis,GRE,08/18/2019,LEN Cup,"Ohrid Lake, MKD",10,No Current,Neutral,20,6458.00688,8,,,,
Vladislav Utrobin,RUS,08/18/2019,LEN Cup,"Ohrid Lake, MKD",10,No Current,Neutral,20,6459.00912,9,,,,
Tiago Campos,POR,08/18/2019,LEN Cup,"Ohrid Lake, MKD",10,No Current,Neutral,20,6459.002208,10,,,,
Rafael Gil,POR,08/18/2019,LEN Cup,"Ohrid Lake, MKD",10,No Current,Neutral,20,6461.008416,11,,,,
Evgenij Pop Acev,MKD,08/18/2019,LEN Cup,"Ohrid Lake, MKD",10,No Current,Neutral,20,6462.004608,12,,,,
Andrea Bianchi,ITA,08/18/2019,LEN Cup,"Ohrid Lake, MKD",10,No Current,Neutral,20,6465.0096,13,,,,
Ilia Okorokov,RUS,08/18/2019,LEN Cup,"Ohrid Lake, MKD",10,No Current,Neutral,20,6469.0056,14,,,,
Dmitri Titov,RUS,08/18/2019,LEN Cup,"Ohrid Lake, MKD",10,No Current,Neutral,20,6585.002784,15,,,,
Aleksandr Astapov,RUS,08/18/2019,LEN Cup,"Ohrid Lake, MKD",10,No Current,Neutral,20,6605.000064,16,,,,
Vojislav Sterba,CZE,08/18/2019,LEN Cup,"Ohrid Lake, MKD",10,No Current,Neutral,20,6606.006624,17,,,,
Martin Straka,CZE,08/18/2019,LEN Cup,"Ohrid Lake, MKD",10,No Current,Neutral,20,6658.002144,18,,,,
Aleksandar Ilievski,MKD,08/18/2019,LEN Cup,"Ohrid Lake, MKD",10,No Current,Neutral,20,7171.003008,19,,,,
Davor Petrovski,MKD,08/18/2019,LEN Cup,"Ohrid Lake, MKD",10,No Current,Neutral,20,7419.006432,20,,,,
end,,,2019_08_18_LEN_OhridLake_10km,,,,,,,0,,,,
Sören Dellef Meissner,GER,08/31/2019,LEN Cup,"Copenhagen, DEN",6,No Current,Neutral,14,4102.0128,1,,,,
Yuval Safra,ISR,08/31/2019,LEN Cup,"Copenhagen, DEN",6,No Current,Neutral,14,4105,2,,,,
Denis Adeev,RUS,08/31/2019,LEN Cup,"Copenhagen, DEN",6,No Current,Neutral,14,4105,3,,,,
Matej Kozubek,CZE,08/31/2019,LEN Cup,"Copenhagen, DEN",6,No Current,Neutral,14,4106,4,,,,
Vladislav Utrobin,RUS,08/31/2019,LEN Cup,"Copenhagen, DEN",6,No Current,Neutral,14,4109,5,,,,
Aleksandr Astapov,RUS,08/31/2019,LEN Cup,"Copenhagen, DEN",6,No Current,Neutral,14,4111,6,,,,
Aron Schmidt,GER,08/31/2019,LEN Cup,"Copenhagen, DEN",6,No Current,Neutral,14,4113,7,,,,
Artem Mamushkin,RUS,08/31/2019,LEN Cup,"Copenhagen, DEN",6,No Current,Neutral,14,4114,8,,,,
Vit Ingeduld,CZE,08/31/2019,LEN Cup,"Copenhagen, DEN",6,No Current,Neutral,14,4114,9,,,,
Vojislav Sterba,CZE,08/31/2019,LEN Cup,"Copenhagen, DEN",6,No Current,Neutral,14,4114,10,,,,
Mattias Glenesk,SWE,08/31/2019,LEN Cup,"Copenhagen, DEN",6,No Current,Neutral,14,4124,11,,,,
Christopher Jedel,SWE,08/31/2019,LEN Cup,"Copenhagen, DEN",6,No Current,Neutral,14,4126,12,,,,
Frederik Bojesen,DEN,08/31/2019,LEN Cup,"Copenhagen, DEN",6,No Current,Neutral,14,4205,13,,,,
Nicholas James Malan,RSA,08/31/2019,LEN Cup,"Copenhagen, DEN",6,No Current,Neutral,14,4756,14,,,,
