athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Shai Toledano,,10/14/2016,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,38.0,7926.8,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soon Choy Kevin Yeap,,10/14/2016,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,38.0,7929.6,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jingwei Weng,,10/14/2016,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,38.0,7946.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joaquin Moreno,,10/14/2016,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,38.0,7988.8,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yohsuke Miyamoto,,10/14/2016,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,38.0,8036.3,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lidou Han,,10/14/2016,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,38.0,8158.2,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinjie Ji,,10/14/2016,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,38.0,8230.3,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheng-Chi Cho,,10/14/2016,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,38.0,8234.2,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rudolf Visser,,10/14/2016,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,38.0,8295.1,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosuke Mimura,,10/14/2016,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,38.0,8349.2,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riku Kuwazoe,,10/14/2016,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,38.0,8383.1,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ho Yin Kwan,,10/14/2016,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,38.0,8436.6,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jo Miyazawa,,10/14/2016,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,38.0,8620.7,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damien Cattin-Vidal,,10/14/2016,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,38.0,8753.8,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Ching Wong,,10/14/2016,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,38.0,8780.7,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsz Fung Tse,,10/14/2016,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,38.0,8793.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Che-Yu Hsu,,10/14/2016,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,38.0,9009.5,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singha Chau,,10/14/2016,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,38.0,9036.4,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chung Kiu Yau,,10/14/2016,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,38.0,9365.8,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ho Yat Winson Lee,,10/14/2016,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,38.0,9490.3,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chun Hin Hui,,10/14/2016,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,38.0,9588.1,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsz Ho Tsang,,10/14/2016,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,38.0,9612.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
